URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://terminology.hl7.org/CodeSystem/v2-0493,2.2.0,active,"2.16.840.1.113883.18.317",SpecimenCondition,specimenCondition,"Code system of concepts specifying a mode or state of being that describes the nature of the specimen.  Used in HL7 Version 2.x messaging in the SPM segment.","ValueSet/v2-0493"
http://terminology.hl7.org/CodeSystem/v2-0916,2.2.0,active,"2.16.840.1.113883.18.422",RelevantClincialInformation,relevantClincialInformation,"Code system of concepts specifying additional clinical information about the patient or specimen to report the supporting and/or suspected diagnosis and clinical findings on requests for interpreted diagnostic studies. Used in HL7 Version 2.x messaging in the OBR segment.","ValueSet/v2-0916"
http://terminology.hl7.org/CodeSystem/v3-MaritalStatus,2.1.0,active,"2.16.840.1.113883.5.2",MaritalStatus,MaritalStatus,"\* \* \* No description supplied \* \* \*    *Open Issue:* The specific meanings of these codes can vary somewhat by jurisdiction and implementation so caution should be used when determining equivalency.    *Open Issue:* fixing and completion of the hierarchy and proper good definitions of all the concepts is badly needed.","ValueSet/marital-status"
http://terminology.hl7.org/CodeSystem/v3-NullFlavor,2.1.0,active,"2.16.840.1.113883.5.1008",NullFlavor,NullFlavor,"A collection of codes specifying why a valid value is not present.","ValueSet/marital-status"
http://terminology.hl7.org/CodeSystem/v3-ObservationInterpretation,2.1.0,active,"2.16.840.1.113883.5.83",ObservationInterpretation,ObservationInterpretation,"One or more codes providing a rough qualitative interpretation of the observation, such as ""normal"" / ""abnormal"", ""low"" / ""high"", ""better"" / ""worse"", ""resistant"" / ""susceptible"", ""expected"" / ""not expected"". The value set is intended to be for ANY use where coded representation of an interpretation is needed.","ValueSet/observation-interpretation"
http://terminology.nmdp.org/codesystem/abogroup,0.1.0,active,,NMDPABOCS,NMDP Blood Group Code System,"Code System for NMDP ABO blood groups","ValueSet/nmdp-abo-codes"
http://terminology.nmdp.org/codesystem/disease,0.1.0,active,,NMDPDiseaseCS,NMDP Disease Code System,"Code System for NMDP diseases","ValueSet/nmdp-disease-codes"
http://terminology.nmdp.org/codesystem/diseasestage,0.1.0,active,,NMDPDiseaseStageCS,NMDP Disease Stage Code System,"Code System for NMDP disease stages","ValueSet/nmdp-diseasestage-codes"
http://terminology.nmdp.org/codesystem/ethnicity,0.1.0,active,,NMDPEthnicityCS,NMDP Ethnicity Code System,"Code System for NMDP ethnicity","ValueSet/nmdp-ethnicity-codes"
http://terminology.nmdp.org/codesystem/language,0.1.0,active,,NMDPLanguageCS,NMDP Language Code System,"Code System for NMDP languages","ValueSet/nmdp-language-codes"
http://terminology.nmdp.org/codesystem/practitionerrole,0.1.0,active,,NMDPPractitionerRoleCS,NMDP Practitioner Roles,"NMDP Practitioner Roles","ValueSet/nmdp-practitioner-role-vs"
http://terminology.nmdp.org/codesystem/preferredproduct,0.1.0,active,,NMDPPreferredProductCS,NMDP Preferred Product for Transplant,"NMDP Preferred Product for MatchSync patient","ValueSet/nmdp-preferred-product-codes"
http://terminology.nmdp.org/codesystem/race,0.1.0,active,,NMDPRaceCS,NMDP Race Code System,"Code System for NMDP diseases","ValueSet/nmdp-race-codes"
http://terminology.nmdp.org/codesystem/rhstatus,0.1.0,active,,NMDPRhStatusCS,NMDP Rh Code System,"Code System for NMDP Rh Status","ValueSet/nmdp-rh-status-codes"
http://terminology.nmdp.org/codesystem/transplanttimeline,0.1.0,active,,NMDPTransplantTimelineCS,NMDP Transplant Timeline Code System,"Code System for NMDP transplant timeline","ValueSet/nmdp-transplant-timeline-codes"
http://unitsofmeasure.org,3.0.1,active,"2.16.840.1.113883.6.8",UCUM,Unified Code for Units of Measure (UCUM),"The Unified Code for Units of Measure (UCUM) is a code system intended to include all units of measures being contemporarily used in international science, engineering, and business. The purpose is to facilitate unambiguous electronic communication of quantities together with their units. The focus is on electronic communication, as opposed to communication between humans. A typical application of The Unified Code for Units of Measure are electronic data interchange (EDI) protocols, but there is nothing that prevents it from being used in other types of machine communication.","ValueSet/ucum-bodyweight,ValueSet/ucum-vitals-common,ValueSet/ucum-bodylength"
http://www.genenames.org/geneId,0.1.0,active,,HLAGeneIdCS,HLA HGNC GeneID CodeSystem,"CodeSystem of HLA gene group subset of HGNC GeneId Codesystem","ValueSet/hla-geneid-valueset"
urn:ietf:bcp:47,2.0.1,active,"2.16.840.1.113883.6.121",Ietf3066,Tags for the Identification of Languages,"Older value from OID registry.  Superceded; see recommendations in BCP-47.","ValueSet/languages,ValueSet/simple-language"
