URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://fhir.nmdp.org/ig/matchsync/ValueSet/hla-geneid-valueset,0.1.1,draft,,HLAGeneIdVS,HLA Gene Name Value Set,"HLA HGNC GeneIds Valueset","StructureDefinition/hla-dpb1,StructureDefinition/hla-dpa1,StructureDefinition/hla-dqb1,StructureDefinition/hla-dqa1,StructureDefinition/hla-drb1,StructureDefinition/hla-c,StructureDefinition/hla-b,StructureDefinition/hla-a,StructureDefinition/hla-genotype,StructureDefinition/hla-drb3,StructureDefinition/hla-drb4,StructureDefinition/hla-drb5","Internal"
http://hl7.org/fhir/ValueSet/address-use,4.0.1,active,"2.16.840.1.113883.4.642.3.67",AddressUse,AddressUse,"The use of an address.","StructureDefinition/mspatient","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.3.1",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","StructureDefinition/mspatient,StructureDefinition/nmdp-practitioner","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/body-site,4.0.1,draft,"2.16.840.1.113883.4.642.3.141",SNOMEDCTBodyStructures,SNOMED CT Body Structures,"This value set includes all codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 442083009 (Anatomical or acquired body site (body structure)).","StructureDefinition/ms-preferred-product-observation,StructureDefinition/ms-transplant-timeline-observation,StructureDefinition/ms-rhstatus-observation,StructureDefinition/hla-genotype,StructureDefinition/ms-weight-observation,StructureDefinition/msspecimen,StructureDefinition/hla-dpb1,StructureDefinition/hla-dpa1,StructureDefinition/ms-aborhgroup-observation,StructureDefinition/hla-dqb1,StructureDefinition/ms-abogroup-observation,StructureDefinition/hla-dqa1,StructureDefinition/hla-drb1,StructureDefinition/ms-form117-observation,StructureDefinition/hla-c,StructureDefinition/hla-b,StructureDefinition/ms-height-observation,StructureDefinition/msdiagnosis,StructureDefinition/hla-a,StructureDefinition/hla-drb3,StructureDefinition/hla-drb4,StructureDefinition/hla-drb5,StructureDefinition/ms-cmvgroup-observation","SCT"
http://hl7.org/fhir/ValueSet/bundle-type,4.0.1,active,"2.16.840.1.113883.4.642.3.620",BundleType,BundleType,"Indicates the purpose of a bundle - how it is intended to be used.","StructureDefinition/ms-bundle,StructureDefinition/ms-bundle-hla-separate,StructureDefinition/ms-bundle-hla-multilocus","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/c80-practice-codes,4.0.1,active,"2.16.840.1.113883.3.88.12.80.72",PracticeSettingCodeValueSet,Practice Setting Code Value Set,"This is the code representing the clinical specialty of the clinician or provider who interacted with, treated, or provided a service to/for the patient. The value set used for clinical specialty has been limited by HITSP to the value set reproduced from HITSP C80 Table 2-149 Clinical Specialty Value Set Definition.","StructureDefinition/nmdp-practitioner-role","SCT"
http://hl7.org/fhir/ValueSet/common-tags,4.0.1,draft,"2.16.840.1.113883.4.642.3.79",CommonTags,Common Tags,"Common Tag Codes defined by FHIR project","StructureDefinition/ms-preferred-product-observation,StructureDefinition/ms-transplant-timeline-observation,StructureDefinition/ms-rhstatus-observation,StructureDefinition/ms-weight-observation,StructureDefinition/hla-dpb1,StructureDefinition/hla-dqb1,StructureDefinition/hla-drb1,StructureDefinition/ms-abogroup-observation,StructureDefinition/ms-bundle,StructureDefinition/hla-c,StructureDefinition/hla-b,StructureDefinition/ms-height-observation,StructureDefinition/hla-a,StructureDefinition/mspatient,StructureDefinition/hla-drb3,StructureDefinition/hla-drb4,StructureDefinition/hla-drb5,StructureDefinition/ms-cmvgroup-observation,StructureDefinition/ms-bundle-hla-separate,StructureDefinition/hla-genotype,StructureDefinition/nmdp-practitioner,StructureDefinition/msspecimen,StructureDefinition/ms-aborhgroup-observation,StructureDefinition/hla-dpa1,StructureDefinition/hla-dqa1,StructureDefinition/ms-form117-observation,StructureDefinition/ms-bundle-hla-multilocus,StructureDefinition/msdiagnosis,StructureDefinition/transplantcenter,StructureDefinition/nmdp-practitioner-role","THO"
http://hl7.org/fhir/ValueSet/condition-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.162",ConditionCategoryCodes,Condition Category Codes,"Preferred value set for Condition Categories.","StructureDefinition/msdiagnosis","THO"
http://hl7.org/fhir/ValueSet/condition-clinical,4.0.1,draft,"2.16.840.1.113883.4.642.3.164",ConditionClinicalStatusCodes,Condition Clinical Status Codes,"Preferred value set for Condition Clinical Status.","StructureDefinition/msdiagnosis","THO"
http://hl7.org/fhir/ValueSet/condition-severity,4.0.1,draft,"2.16.840.1.113883.4.642.3.168",Condition/DiagnosisSeverity,Condition/Diagnosis Severity,"Preferred value set for Condition/Diagnosis severity grading.","StructureDefinition/msdiagnosis","SCT"
http://hl7.org/fhir/ValueSet/condition-stage,4.0.1,draft,"2.16.840.1.113883.4.642.3.170",ConditionStage,Condition Stage,"Example value set for stages of cancer and other conditions.","StructureDefinition/msdiagnosis","SCT"
http://hl7.org/fhir/ValueSet/condition-stage-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.171",ConditionStageType,Condition Stage Type,"Example value set for the type of stages of cancer and other conditions","StructureDefinition/msdiagnosis","SCT"
http://hl7.org/fhir/ValueSet/condition-ver-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.166",ConditionVerificationStatus,ConditionVerificationStatus,"The verification status to support or decline the clinical status of the condition or diagnosis.","StructureDefinition/msdiagnosis","THO"
http://hl7.org/fhir/ValueSet/contact-point-system,4.0.1,active,"2.16.840.1.113883.4.642.3.71",ContactPointSystem,ContactPointSystem,"Telecommunications form for contact point.","StructureDefinition/mspatient","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contact-point-use,4.0.1,active,"2.16.840.1.113883.4.642.3.73",ContactPointUse,ContactPointUse,"Use of contact point.","StructureDefinition/mspatient","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contactentity-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.416",ContactEntityType,Contact entity type,"This example value set defines a set of codes that can be used to indicate the purpose for which you would contact a contact party.","StructureDefinition/transplantcenter","THO"
http://hl7.org/fhir/ValueSet/data-absent-reason,4.0.1,active,"2.16.840.1.113883.4.642.3.5",DataAbsentReason,DataAbsentReason,"Used to specify why the normally expected content of the data element is missing.","StructureDefinition/ms-preferred-product-observation,StructureDefinition/ms-transplant-timeline-observation,StructureDefinition/ms-rhstatus-observation,StructureDefinition/hla-genotype,StructureDefinition/ms-weight-observation,StructureDefinition/hla-dpb1,StructureDefinition/hla-dpa1,StructureDefinition/ms-aborhgroup-observation,StructureDefinition/hla-dqb1,StructureDefinition/ms-abogroup-observation,StructureDefinition/hla-dqa1,StructureDefinition/hla-drb1,StructureDefinition/ms-form117-observation,StructureDefinition/hla-c,StructureDefinition/hla-b,StructureDefinition/ms-height-observation,StructureDefinition/hla-a,StructureDefinition/hla-drb3,StructureDefinition/hla-drb4,StructureDefinition/hla-drb5,StructureDefinition/ms-cmvgroup-observation","THO"
http://hl7.org/fhir/ValueSet/days-of-week,4.0.1,active,"2.16.840.1.113883.4.642.3.512",DaysOfWeek,DaysOfWeek,"The days of the week.","StructureDefinition/nmdp-practitioner-role","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/http-verb,4.0.1,active,"2.16.840.1.113883.4.642.3.624",HTTPVerb,HTTPVerb,"HTTP verbs (in the HTTP command line). See [HTTP rfc](https://tools.ietf.org/html/rfc7231) for details.","StructureDefinition/ms-bundle,StructureDefinition/ms-bundle-hla-separate,StructureDefinition/ms-bundle-hla-multilocus","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/identifier-type,4.0.1,active,"2.16.840.1.113883.4.642.3.45",Identifier Type Codes,IdentifierType,"A coded type for an identifier that can be used to determine which identifier to use for a specific purpose.","StructureDefinition/mspatient","THO (V2)"
http://hl7.org/fhir/ValueSet/identifier-use,4.0.1,active,"2.16.840.1.113883.4.642.3.57",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","StructureDefinition/mspatient","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/languages,4.0.1,draft,"2.16.840.1.113883.4.642.3.20",CommonLanguages,Common Languages,"This value set includes common codes from BCP-47 (http://tools.ietf.org/html/bcp47)","StructureDefinition/ms-preferred-product-observation,StructureDefinition/ms-transplant-timeline-observation,StructureDefinition/ms-rhstatus-observation,StructureDefinition/ms-weight-observation,StructureDefinition/hla-dpb1,StructureDefinition/hla-dqb1,StructureDefinition/hla-drb1,StructureDefinition/ms-abogroup-observation,StructureDefinition/ms-bundle,StructureDefinition/hla-c,StructureDefinition/hla-b,StructureDefinition/ms-height-observation,StructureDefinition/hla-a,StructureDefinition/mspatient,StructureDefinition/hla-drb3,StructureDefinition/hla-drb4,StructureDefinition/hla-drb5,StructureDefinition/ms-cmvgroup-observation,StructureDefinition/ms-bundle-hla-separate,StructureDefinition/hla-genotype,StructureDefinition/nmdp-practitioner,StructureDefinition/msspecimen,StructureDefinition/ms-aborhgroup-observation,StructureDefinition/hla-dpa1,StructureDefinition/hla-dqa1,StructureDefinition/ms-form117-observation,StructureDefinition/ms-bundle-hla-multilocus,StructureDefinition/msdiagnosis,StructureDefinition/transplantcenter,StructureDefinition/nmdp-practitioner-role","hl7.terminology.r4"
http://hl7.org/fhir/ValueSet/link-type,4.0.1,active,"2.16.840.1.113883.4.642.3.423",LinkType,LinkType,"The type of link between this patient resource and another patient resource.","StructureDefinition/mspatient","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/manifestation-or-symptom,4.0.1,draft,"2.16.840.1.113883.4.642.3.169",ManifestationAndSymptomCodes,Manifestation and Symptom Codes,"Example value set for Manifestation and Symptom codes.","StructureDefinition/msdiagnosis","SCT"
http://hl7.org/fhir/ValueSet/marital-status,4.0.1,active,"2.16.840.1.113883.4.642.3.29",Marital Status Codes,MaritalStatus,"This value set defines the set of codes that can be used to indicate the marital status of a person.","StructureDefinition/mspatient","THO (V3)"
http://hl7.org/fhir/ValueSet/name-use,4.0.1,active,"2.16.840.1.113883.4.642.3.65",NameUse,NameUse,"The use of a human name.","StructureDefinition/mspatient,StructureDefinition/nmdp-practitioner","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/observation-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.403",ObservationCategoryCodes,Observation Category Codes,"Observation Category codes.","StructureDefinition/ms-preferred-product-observation,StructureDefinition/ms-transplant-timeline-observation,StructureDefinition/ms-rhstatus-observation,StructureDefinition/hla-genotype,StructureDefinition/ms-weight-observation,StructureDefinition/hla-dpb1,StructureDefinition/hla-dpa1,StructureDefinition/ms-aborhgroup-observation,StructureDefinition/hla-dqb1,StructureDefinition/ms-abogroup-observation,StructureDefinition/hla-dqa1,StructureDefinition/hla-drb1,StructureDefinition/ms-form117-observation,StructureDefinition/hla-c,StructureDefinition/hla-b,StructureDefinition/ms-height-observation,StructureDefinition/hla-a,StructureDefinition/hla-drb3,StructureDefinition/hla-drb4,StructureDefinition/hla-drb5,StructureDefinition/ms-cmvgroup-observation","THO"
http://hl7.org/fhir/ValueSet/observation-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.396",LOINCCodes,LOINC Codes,"This value set includes all LOINC codes","StructureDefinition/ms-preferred-product-observation,StructureDefinition/ms-transplant-timeline-observation,StructureDefinition/ms-rhstatus-observation,StructureDefinition/hla-genotype,StructureDefinition/hla-dpb1,StructureDefinition/hla-dpa1,StructureDefinition/ms-aborhgroup-observation,StructureDefinition/hla-dqb1,StructureDefinition/ms-abogroup-observation,StructureDefinition/hla-dqa1,StructureDefinition/hla-drb1,StructureDefinition/ms-form117-observation,StructureDefinition/hla-c,StructureDefinition/hla-b,StructureDefinition/hla-a,StructureDefinition/hla-drb3,StructureDefinition/hla-drb4,StructureDefinition/hla-drb5,StructureDefinition/ms-cmvgroup-observation","LOINC"
http://hl7.org/fhir/ValueSet/observation-interpretation,4.0.1,active,"2.16.840.1.113883.4.642.3.399",ObservationInterpretationCodes,Observation Interpretation Codes,"A categorical assessment, providing a rough qualitative interpretation of the observation value,    such as “normal”/ “abnormal”,”low” / “high”, “better” / “worse”, “susceptible” / “resistant”, “expected”/ “not expected”.    The value set is intended to be for ANY use where coded representation of an interpretation is needed.             Notes:          This is being communicated in v2.x in OBX-8 (Observation Interpretation), in v3 in ObservationInterpretation (CWE) in R1 (Representative Realm) and in FHIR in    Observation.interpretation. Historically these values come from the laboratory domain, and these codes are extensively    used. The value set binding is extensible, so codes outside the value set that are needed for interpretation concepts    (i.e. particular meanings) that are not included in the value set can be used, and these new codes may also be added to    the value set and published in a future version.","StructureDefinition/ms-preferred-product-observation,StructureDefinition/ms-transplant-timeline-observation,StructureDefinition/ms-rhstatus-observation,StructureDefinition/hla-genotype,StructureDefinition/ms-weight-observation,StructureDefinition/hla-dpb1,StructureDefinition/hla-dpa1,StructureDefinition/ms-aborhgroup-observation,StructureDefinition/hla-dqb1,StructureDefinition/ms-abogroup-observation,StructureDefinition/hla-dqa1,StructureDefinition/hla-drb1,StructureDefinition/ms-form117-observation,StructureDefinition/hla-c,StructureDefinition/hla-b,StructureDefinition/ms-height-observation,StructureDefinition/hla-a,StructureDefinition/hla-drb3,StructureDefinition/hla-drb4,StructureDefinition/hla-drb5,StructureDefinition/ms-cmvgroup-observation","THO (V3)"
http://hl7.org/fhir/ValueSet/observation-methods,4.0.1,draft,"2.16.840.1.113883.4.642.3.395",ObservationMethods,Observation Methods,"Observation Method codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 272394005 (Technique (qualifier value)) or is-a 129264002 (Action (qualifier value)) or is-a 386053000 (Evaluation procedure(procedure))","StructureDefinition/ms-preferred-product-observation,StructureDefinition/ms-transplant-timeline-observation,StructureDefinition/ms-rhstatus-observation,StructureDefinition/hla-genotype,StructureDefinition/ms-weight-observation,StructureDefinition/hla-dpb1,StructureDefinition/hla-dpa1,StructureDefinition/ms-aborhgroup-observation,StructureDefinition/hla-dqb1,StructureDefinition/ms-abogroup-observation,StructureDefinition/hla-dqa1,StructureDefinition/hla-drb1,StructureDefinition/ms-form117-observation,StructureDefinition/hla-c,StructureDefinition/hla-b,StructureDefinition/ms-height-observation,StructureDefinition/hla-a,StructureDefinition/hla-drb3,StructureDefinition/hla-drb4,StructureDefinition/hla-drb5,StructureDefinition/ms-cmvgroup-observation","SCT"
http://hl7.org/fhir/ValueSet/observation-status,4.0.1,active,"2.16.840.1.113883.4.642.3.400",ObservationStatus,ObservationStatus,"Codes providing the status of an observation.","StructureDefinition/ms-preferred-product-observation,StructureDefinition/ms-transplant-timeline-observation,StructureDefinition/ms-rhstatus-observation,StructureDefinition/hla-genotype,StructureDefinition/ms-weight-observation,StructureDefinition/hla-dpb1,StructureDefinition/hla-dpa1,StructureDefinition/ms-aborhgroup-observation,StructureDefinition/hla-dqb1,StructureDefinition/ms-abogroup-observation,StructureDefinition/hla-dqa1,StructureDefinition/hla-drb1,StructureDefinition/ms-form117-observation,StructureDefinition/hla-c,StructureDefinition/hla-b,StructureDefinition/ms-height-observation,StructureDefinition/hla-a,StructureDefinition/hla-drb3,StructureDefinition/hla-drb4,StructureDefinition/hla-drb5,StructureDefinition/ms-cmvgroup-observation","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/observation-vitalsignresult,4.0.1,active,"2.16.840.1.113883.3.88.12.80.62",VitalSigns,Vital Signs,"This value set indicates the allowed vital sign result types.   The LOINC code for Vitals Signs panel (85353-1) is a grouping structure for a set of vital signs and includes related links (with type=has-member) to the Observations in this set (e.g. respiratory rate, heart rate, BP).  The Blood pressure panel (85354-9) is used to group the component observations Systolic blood pressure (8480-6) and Diastolic blood pressure (8462-4).","StructureDefinition/ms-height-observation,StructureDefinition/ms-weight-observation","LOINC"
http://hl7.org/fhir/ValueSet/organization-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.414",OrganizationType,Organization type,"This example value set defines a set of codes that can be used to indicate a type of organization.","StructureDefinition/transplantcenter","THO"
http://hl7.org/fhir/ValueSet/patient-contactrelationship,4.0.1,active,"2.16.840.1.113883.4.642.3.1130",PatientContactRelationship,Patient Contact Relationship ,"The nature of the relationship between the patient and the contact person.","StructureDefinition/mspatient","THO (V2)"
http://hl7.org/fhir/ValueSet/quantity-comparator,4.0.1,active,"2.16.840.1.113883.4.642.3.59",QuantityComparator,QuantityComparator,"How the Quantity should be understood and represented.","StructureDefinition/ms-height-observation,StructureDefinition/ms-weight-observation","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/referencerange-appliesto,4.0.1,draft,"2.16.840.1.113883.4.642.3.407",ObservationReferenceRangeAppliesToCodes,Observation Reference Range Applies To Codes,"This value set defines a set of codes that can be used to indicate the particular target population the reference range applies to.","StructureDefinition/ms-preferred-product-observation,StructureDefinition/ms-transplant-timeline-observation,StructureDefinition/ms-rhstatus-observation,StructureDefinition/hla-genotype,StructureDefinition/ms-weight-observation,StructureDefinition/hla-dpb1,StructureDefinition/hla-dpa1,StructureDefinition/ms-aborhgroup-observation,StructureDefinition/hla-dqb1,StructureDefinition/ms-abogroup-observation,StructureDefinition/hla-dqa1,StructureDefinition/hla-drb1,StructureDefinition/ms-form117-observation,StructureDefinition/hla-c,StructureDefinition/hla-b,StructureDefinition/ms-height-observation,StructureDefinition/hla-a,StructureDefinition/hla-drb3,StructureDefinition/hla-drb4,StructureDefinition/hla-drb5,StructureDefinition/ms-cmvgroup-observation","SCT"
http://hl7.org/fhir/ValueSet/referencerange-meaning,4.0.1,draft,"2.16.840.1.113883.4.642.3.397",ObservationReferenceRangeMeaningCodes,Observation Reference Range Meaning Codes,"This value set defines a set of codes that can be used to indicate the meaning/use of a reference range for a particular target population.","StructureDefinition/ms-preferred-product-observation,StructureDefinition/ms-transplant-timeline-observation,StructureDefinition/ms-rhstatus-observation,StructureDefinition/hla-genotype,StructureDefinition/ms-weight-observation,StructureDefinition/hla-dpb1,StructureDefinition/hla-dpa1,StructureDefinition/ms-aborhgroup-observation,StructureDefinition/hla-dqb1,StructureDefinition/ms-abogroup-observation,StructureDefinition/hla-dqa1,StructureDefinition/hla-drb1,StructureDefinition/ms-form117-observation,StructureDefinition/hla-c,StructureDefinition/hla-b,StructureDefinition/ms-height-observation,StructureDefinition/hla-a,StructureDefinition/hla-drb3,StructureDefinition/hla-drb4,StructureDefinition/hla-drb5,StructureDefinition/ms-cmvgroup-observation","THO"
http://hl7.org/fhir/ValueSet/search-entry-mode,4.0.1,active,"2.16.840.1.113883.4.642.3.622",SearchEntryMode,SearchEntryMode,"Why an entry is in the result set - whether it's included as a match or because of an _include requirement, or to convey information or warning information about the search process.","StructureDefinition/ms-bundle,StructureDefinition/ms-bundle-hla-separate,StructureDefinition/ms-bundle-hla-multilocus","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/security-labels,4.0.1,active,"2.16.840.1.113883.4.642.3.47",All Security Labels,SecurityLabels,"A single value set for all security labels defined by FHIR.","StructureDefinition/ms-preferred-product-observation,StructureDefinition/ms-transplant-timeline-observation,StructureDefinition/ms-rhstatus-observation,StructureDefinition/ms-weight-observation,StructureDefinition/hla-dpb1,StructureDefinition/hla-dqb1,StructureDefinition/hla-drb1,StructureDefinition/ms-abogroup-observation,StructureDefinition/ms-bundle,StructureDefinition/hla-c,StructureDefinition/hla-b,StructureDefinition/ms-height-observation,StructureDefinition/hla-a,StructureDefinition/mspatient,StructureDefinition/hla-drb3,StructureDefinition/hla-drb4,StructureDefinition/hla-drb5,StructureDefinition/ms-cmvgroup-observation,StructureDefinition/ms-bundle-hla-separate,StructureDefinition/hla-genotype,StructureDefinition/nmdp-practitioner,StructureDefinition/msspecimen,StructureDefinition/ms-aborhgroup-observation,StructureDefinition/hla-dpa1,StructureDefinition/hla-dqa1,StructureDefinition/ms-form117-observation,StructureDefinition/ms-bundle-hla-multilocus,StructureDefinition/msdiagnosis,StructureDefinition/transplantcenter,StructureDefinition/nmdp-practitioner-role",
http://hl7.org/fhir/ValueSet/specimen-collection-method,4.0.1,draft,"2.16.840.1.113883.4.642.3.468",FHIRSpecimenCollectionMethod,FHIR Specimen Collection Method," This example value set defines a set of codes that can be used to indicate the method by which a specimen was collected.","StructureDefinition/msspecimen","SCT"
http://hl7.org/fhir/ValueSet/specimen-container-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.470",SpecimenContainerType,Specimen Container Type,"Checks on the patient prior specimen collection. All SNOMED CT concepts descendants of 706041008 |Device for body fluid and tissue collection/transfer/processing (physical object)|","StructureDefinition/msspecimen","SCT"
http://hl7.org/fhir/ValueSet/specimen-processing-procedure,4.0.1,draft,"2.16.840.1.113883.4.642.3.469",SpecimenProcessingProcedure,Specimen processing procedure,"The technique that is used to perform the process or preserve the specimen.","StructureDefinition/msspecimen","THO (V2)"
http://hl7.org/fhir/ValueSet/specimen-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.471",SpecimenStatus,SpecimenStatus,"Codes providing the status/availability of a specimen.","StructureDefinition/msspecimen","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/ucum-bodylength,4.0.1,draft,"2.16.840.1.113883.4.642.3.958",BodyLengthUnits,Body Length Units,"UCUM units for recording body length measures such as height and head circumference","StructureDefinition/ms-height-observation","UCUM"
http://hl7.org/fhir/ValueSet/ucum-bodyweight,4.0.1,draft,"2.16.840.1.113883.4.642.3.956",BodyWeightUnits,Body Weight Units,"UCUM units for recording Body Weight","StructureDefinition/ms-weight-observation","UCUM"
http://hl7.org/fhir/ValueSet/ucum-vitals-common,4.0.1,draft,"2.16.840.1.113883.4.642.3.955",VitalSignsUnits,Vital Signs Units,"Common UCUM units for recording Vital Signs","StructureDefinition/ms-height-observation,StructureDefinition/ms-weight-observation","UCUM"
http://hl7.org/fhir/us/core/ValueSet/simple-language,4.0.0,active,,LanguageCodesWithLanguageAndOptionallyARegionModifier,Language codes with language and optionally a region modifier,"This value set includes codes from [BCP-47](http://tools.ietf.org/html/bcp47). This value set matches the ONC 2015 Edition LanguageCommunication data element value set within C-CDA to use a 2 character language code if one exists,   and a 3 character code if a 2 character code does not exist. It points back to [RFC 5646](https://tools.ietf.org/html/rfc5646), however only the language codes are required, all other elements are optional.","StructureDefinition/mspatient","hl7.terminology.r4"
http://hl7.org/fhir/us/core/ValueSet/us-core-usps-state,4.0.0,active,"2.16.840.1.113883.4.642.3.40",UspsTwoLetterAlphabeticCodes,USPS Two Letter Alphabetic Codes,"This value set defines two letter USPS alphabetic codes.","StructureDefinition/mspatient","Other"
http://loinc.org/vs/LL2419-1,0.1.1,active,,LNCABOGroupVS,LOINC ABO group Value Set,"LOINC codes for ABO blood group","StructureDefinition/ms-abogroup-observation,ValueSet/ms-abo-group-codes","LOINC"
http://loinc.org/vs/LL2972-9,0.1.1,active,,LNCABORHGroupVS,LOINC ABO RH group Value Set,"LOINC codes for ABO RH blood group","StructureDefinition/ms-aborhgroup-observation,ValueSet/ms-abo-rh-group-codes","LOINC"
