URL,Version,Status,OIDs,Name,Title,Description,Used
http://terminology.hl7.org/CodeSystem/v3-NullFlavor,4.0.0,active,"2.16.840.1.113883.5.1008",NullFlavor,NullFlavor,"A collection of codes specifying why a valid value is not present.","ValueSet/marital-status"
http://terminology.hl7.org/CodeSystem/v3-ObservationInterpretation,4.0.0,active,"2.16.840.1.113883.5.83",ObservationInterpretation,ObservationInterpretation,"One or more codes providing a rough qualitative interpretation of the observation, such as ""normal"" / ""abnormal"", ""low"" / ""high"", ""better"" / ""worse"", ""resistant"" / ""susceptible"", ""expected"" / ""not expected"". The value set is intended to be for ANY use where coded representation of an interpretation is needed.","ValueSet/observation-interpretation"
http://terminology.nmdp.org/codesystem/abogroup,0.1.4,active,,NMDPABOCS,CodeSystem - Blood Group (ABO) - NMDP,"Code System for NMDP ABO blood groups","ValueSet/nmdp-abo-codes"
http://terminology.nmdp.org/codesystem/aborhgroup,0.1.4,active,,NMDPABORHCS,CodeSystem - Blood Group (ABO+RH) - NMDP,"Code System for NMDP ABO RH blood groups","ValueSet/nmdp-abo-rh-codes"
http://terminology.nmdp.org/codesystem/cmv,0.1.4,active,,NMDPCMVCS,CodeSystem - CMV Group - NMDP,"Code System for NMDP CMV","ValueSet/nmdp-cmv-codes"
http://terminology.nmdp.org/codesystem/disease,0.1.4,active,,NMDPDiseaseCS,CodeSystem - Disease - NMDP,"Code System for NMDP diseases","ValueSet/nmdp-disease-codes"
http://terminology.nmdp.org/codesystem/diseasestage,0.1.4,active,,NMDPDiseaseStageCS,CodeSystem - Disease Stage - NMDP,"Code System for NMDP disease stages","ValueSet/nmdp-diseasestage-codes"
http://terminology.nmdp.org/codesystem/ethnicity,0.1.4,active,,NMDPEthnicityCS,CodeSystem - Patient Ethnicity - NMDP,"Code System for NMDP ethnicity","ValueSet/nmdp-ethnicity-codes"
http://terminology.nmdp.org/codesystem/form117compliance,0.1.4,active,,NMDPForm117CS,CodeSystem - Form117 Compliance- NMDP,"NMDP Form 117 for MatchSync patient","ValueSet/ms-form117-codes"
http://terminology.nmdp.org/codesystem/genderidentity,0.1.4,active,,NMDPGenderIdentityCS,CodeSystem - Patient Gender Identity - NMDP,"Code System for NMDP diseases","ValueSet/nmdp-GenderIdentity-codes"
http://terminology.nmdp.org/codesystem/language,0.1.4,active,,NMDPLanguageCS,CodeSystem - Language - NMDP,"Code System for NMDP languages","ValueSet/nmdp-language-codes"
http://terminology.nmdp.org/codesystem/practitionerrole,0.1.4,active,,NMDPPractitionerRoleCS,CodeSystem - PractitionerRole - NMDP,"NMDP Practitioner Roles","ValueSet/nmdp-practitioner-role-vs"
http://terminology.nmdp.org/codesystem/preferredproduct,0.1.4,active,,NMDPPreferredProductCS,CodeSystem - Preferred Product - NMDP,"NMDP Preferred Product for MatchSync patient","ValueSet/nmdp-preferred-product-codes"
http://terminology.nmdp.org/codesystem/race,0.1.4,active,,NMDPRaceCS,CodeSystem - Patient Race - NMDP,"Code System for NMDP diseases","ValueSet/nmdp-race-codes"
http://terminology.nmdp.org/codesystem/rhstatus,0.1.4,active,,NMDPRhStatusCS,CodeSystem - Blood Group (Rh) - NMDP,"Code System for NMDP Rh Status","ValueSet/nmdp-rh-status-codes"
http://terminology.nmdp.org/codesystem/transplanttimeline,0.1.4,active,,NMDPTransplantTimelineCS,CodeSystem - Transplant Timeline - NMDP,"Code System for NMDP transplant timeline","ValueSet/nmdp-transplant-timeline-codes"
http://unitsofmeasure.org,2.2,active,,UCUM,,"This is a place holder for the code system which is fully supported through internal means (not by this code system)","ValueSet/ucum-bodyweight,ValueSet/ucum-vitals-common,ValueSet/ucum-bodylength"
http://www.genenames.org/geneId,0.1.4,active,,HLAGeneIdCS,HLA HGNC GeneID CodeSystem,"CodeSystem of HLA gene group subset of HGNC GeneId Codesystem","ValueSet/hla-geneid-valueset"
urn:ietf:bcp:47,0.1.4,active,,IETFLanguageCS,Tags for the Identification of Languages,"Code System for IETF languages","ValueSet/languages,ValueSet/simple-language,ValueSet/nmdp-language-codes"
urn:oid:2.16.840.1.113883.6.238,4.0.0,active,"2.16.840.1.113883.6.238",RaceAndEthnicityCDC,Race & Ethnicity - CDC,"The U.S. Centers for Disease Control and Prevention (CDC) has prepared a code set for use in codingrace and ethnicity data. This code set is based on current federal standards for classifying data onrace and ethnicity, specifically the minimum race and ethnicity categories defined by the U.S. Office ofManagement and Budget (OMB) and a more detailed set of race and ethnicity categories maintainedby the U.S. Bureau of the Census (BC). The main purpose of the code set is to facilitate use of federalstandards for classifying data on race and ethnicity when these data are exchanged, stored, retrieved,or analyzed in electronic form. At the same time, the code set can be applied to paper-based recordsystems to the extent that these systems are used to collect, maintain, and report data on race andethnicity in accordance with current federal standards. Source: [Race and Ethnicity Code Set Version 1.0](https://www.cdc.gov/phin/resources/vocabulary/documents/cdc-race--ethnicity-background-and-purpose.pdf).","ValueSet/nmdp-ethnicity-codes,ValueSet/nmdp-race-codes"
